texto,categoria
PAGO GAS SPA,UTILITIES
PAGO GASCO LAS CONDES,UTILITIES
TEF A GASCO SANTIAGO,UTILITIES
PAGO GASCO CHILE,UTILITIES
COMPRA GTD MANQUEHUE CHILE,UTILITIES
COMPRA GTD MANQUEHUE PROVIDENCIA,UTILITIES
PAGO GTD MANQUEHUE,UTILITIES
GTD MANQUEHUE SANTIAGO,UTILITIES
GTD MANQUEHUE,UTILITIES
COMPRA NACIONAL INTERNET SANTIAGO,UTILITIES
TEF A INTERNET LAS CONDES,UTILITIES
INTERNET,UTILITIES
COMPRA NACIONAL INTERNET LAS CONDES,UTILITIES
TEF A INTERNET SANTIAGO,UTILITIES
COMPRA LIPIGAS LAS CONDES,UTILITIES
COMPRA LIPIGAS CHILE,UTILITIES
COMPRA NACIONAL LIPIGAS SPA,UTILITIES
TEF A LIPIGAS SPA,UTILITIES
LIPIGAS,UTILITIES
PAGO LUZ SANTIAGO,UTILITIES
COMPRA LUZ PROVIDENCIA,UTILITIES
LUZ,UTILITIES
LUZ PROVIDENCIA,UTILITIES
COMPRA NACIONAL LUZ CHILE,UTILITIES
COMPRA METROGAS SANTIAGO,UTILITIES
COMPRA NACIONAL METROGAS CHILE,UTILITIES
COMPRA NACIONAL MOVIL LAS CONDES,UTILITIES
COMPRA MOVIL,UTILITIES
COMPRA MOVIL PROVIDENCIA,UTILITIES
MOVIL,UTILITIES
TEF A MOVIL,UTILITIES
PAGO MOVISTAR SANTIAGO,UTILITIES
COMPRA NACIONAL MOVISTAR CHILE,UTILITIES
MOVISTAR PROVIDENCIA,UTILITIES
COMPRA MOVISTAR CHILE,UTILITIES
MOVISTAR HOGAR,UTILITIES
COMPRA NACIONAL MOVISTAR HOGAR CHILE,UTILITIES
MOVISTAR HOGAR SPA,UTILITIES
PAGO MOVISTAR HOGAR CHILE,UTILITIES
TEF A MOVISTAR HOGAR,UTILITIES
COMPRA MUNDO PACIFICO PROVIDENCIA,UTILITIES
MUNDO PACIFICO SPA,UTILITIES
COMPRA MUNDO PACIFICO LAS CONDES,UTILITIES
MUNDO PACIFICO,UTILITIES
COMPRA NACIONAL MUNDO PACIFICO CHILE,UTILITIES
PAGO FACIL SANTIAGO,UTILITIES
COMPRA PAGO FACIL SPA,UTILITIES
PAGO PAGO FACIL PROVIDENCIA,UTILITIES
PAGO FACIL LAS CONDES,UTILITIES
PAGO FACIL,UTILITIES
PLAN CELULAR,UTILITIES
PAGO PLAN CELULAR SPA,UTILITIES
TEF A PLAN CELULAR SPA,UTILITIES
TEF A PLAN CELULAR SANTIAGO,UTILITIES
COMPRA NACIONAL PLAN CELULAR SANTIAGO,UTILITIES
TEF A RECARGA SANTIAGO,UTILITIES
COMPRA RECARGA SANTIAGO,UTILITIES
RECARGA CHILE,UTILITIES
PAGO RECARGA CHILE,UTILITIES
RECARGA,UTILITIES
PAGO SAESA SPA,UTILITIES
TEF A SAESA SPA,UTILITIES
SAESA,UTILITIES
TEF A SAESA PROVIDENCIA,UTILITIES
PAGO SAESA PROVIDENCIA,UTILITIES
COMPRA NACIONAL SENCILLITO,UTILITIES
PAGO SENCILLITO SPA,UTILITIES
SENCILLITO SANTIAGO,UTILITIES
COMPRA SENCILLITO SPA,UTILITIES
SENCILLITO,UTILITIES
COMPRA SERVIPAG SPA,UTILITIES
PAGO SERVIPAG SANTIAGO,UTILITIES
COMPRA NACIONAL SERVIPAG LAS CONDES,UTILITIES
COMPRA SERVIPAG SANTIAGO,UTILITIES
SERVIPAG,UTILITIES
COMPRA TELEFONICA CHILE,UTILITIES
TELEFONICA,UTILITIES
COMPRA NACIONAL TELEFONICA LAS CONDES,UTILITIES
PAGO TELEFONICA SPA,UTILITIES
COMPRA NACIONAL TELEFONICA,UTILITIES
PAGO TELEFONO SPA,UTILITIES
PAGO TELEFONO LAS CONDES,UTILITIES
TEF A TELEFONO SPA,UTILITIES
TELEFONO,UTILITIES
TELEFONO LAS CONDES,UTILITIES
COMPRA NACIONAL TELSUR PROVIDENCIA,UTILITIES
TELSUR SPA,UTILITIES
TELSUR,UTILITIES
COMPRA NACIONAL TELSUR SPA,UTILITIES
TEF A TELSUR,UTILITIES
PAGO UNIRED,UTILITIES
PAGO UNIRED PROVIDENCIA,UTILITIES
COMPRA UNIRED LAS CONDES,UTILITIES
TEF A UNIRED LAS CONDES,UTILITIES
UNIRED,UTILITIES
COMPRA VTR CHILE,UTILITIES
PAGO VTR PROVIDENCIA,UTILITIES
COMPRA NACIONAL VTR PROVIDENCIA,UTILITIES
TEF A VTR CHILE,UTILITIES
COMPRA NACIONAL WOM,UTILITIES
WOM SANTIAGO,UTILITIES
WOM SPA,UTILITIES
COMPRA NACIONAL WOM LAS CONDES,UTILITIES
SUPERMERCADO LIDER LAS CONDES,FOOD
PAGO SUPERMERCADO LIDER,FOOD
PAGO SUPERMERCADO LIDER SANTIAGO,FOOD
COMPRA SUPERMERCADO LIDER SPA,FOOD
SUPERMERCADO LIDER,FOOD
COMPRA JUMBO,FOOD
JUMBO PROVIDENCIA,FOOD
PAGO JUMBO PROVIDENCIA,FOOD
COMPRA NACIONAL JUMBO SPA,FOOD
FERIA LIBRE,FOOD
PAGO FERIA LIBRE SPA,FOOD
COMPRA FERIA LIBRE LAS CONDES,FOOD
FERIA LIBRE SPA,FOOD
FERIA LIBRE SANTIAGO,FOOD
COMPRA NACIONAL RESTAURANTE EL FOGON,FOOD
RESTAURANTE EL FOGON,FOOD
RESTAURANTE EL FOGON SPA,FOOD
TEF A RESTAURANTE EL FOGON SANTIAGO,FOOD
TEF A RESTAURANTE EL FOGON SPA,FOOD
PAGO PANADERIA SAN JOSE,FOOD
COMPRA NACIONAL PANADERIA SAN JOSE SPA,FOOD
COMPRA PANADERIA SAN JOSE LAS CONDES,FOOD
PANADERIA SAN JOSE SANTIAGO,FOOD
PANADERIA SAN JOSE,FOOD
PAGO ALMACEN DE BARRIO SANTIAGO,FOOD
PAGO ALMACEN DE BARRIO PROVIDENCIA,FOOD
COMPRA NACIONAL ALMACEN DE BARRIO,FOOD
ALMACEN DE BARRIO,FOOD
COMPRA NACIONAL ALMACEN DE BARRIO SANTIAGO,FOOD
TEF A DELIVERY RAPPI COMIDA CHILE,FOOD
COMPRA DELIVERY RAPPI COMIDA LAS CONDES,FOOD
DELIVERY RAPPI COMIDA CHILE,FOOD
COMPRA DELIVERY RAPPI COMIDA,FOOD
DELIVERY RAPPI COMIDA,FOOD
PAGO COPEC COMBUSTIBLE SPA,TRANSPORT
COMPRA COPEC COMBUSTIBLE SPA,TRANSPORT
COMPRA COPEC COMBUSTIBLE LAS CONDES,TRANSPORT
COPEC COMBUSTIBLE,TRANSPORT
TEF A COPEC COMBUSTIBLE SPA,TRANSPORT
COMPRA UBER,TRANSPORT
COMPRA NACIONAL UBER SANTIAGO,TRANSPORT
COMPRA NACIONAL UBER PROVIDENCIA,TRANSPORT
PAGO METRO TARJETA BIP SPA,TRANSPORT
COMPRA METRO TARJETA BIP SANTIAGO,TRANSPORT
METRO TARJETA BIP,TRANSPORT
COMPRA NACIONAL METRO TARJETA BIP PROVIDENCIA,TRANSPORT
METRO TARJETA BIP SANTIAGO,TRANSPORT
ESTACIONAMIENTO CENTRO,TRANSPORT
TEF A ESTACIONAMIENTO CENTRO SPA,TRANSPORT
TEF A ESTACIONAMIENTO CENTRO CHILE,TRANSPORT
TEF A ESTACIONAMIENTO CENTRO PROVIDENCIA,TRANSPORT
ESTACIONAMIENTO CENTRO SPA,TRANSPORT
COMPRA NACIONAL TALLER MECANICO PROVIDENCIA,TRANSPORT
PAGO TALLER MECANICO SANTIAGO,TRANSPORT
TALLER MECANICO,TRANSPORT
TEF A TALLER MECANICO SANTIAGO,TRANSPORT
TEF A TALLER MECANICO CHILE,TRANSPORT
PEAJE AUTOPISTA SANTIAGO,TRANSPORT
COMPRA NACIONAL PEAJE AUTOPISTA LAS CONDES,TRANSPORT
TEF A PEAJE AUTOPISTA,TRANSPORT
COMPRA NACIONAL PEAJE AUTOPISTA SPA,TRANSPORT
PEAJE AUTOPISTA,TRANSPORT
TEF A FARMACIA CRUZ VERDE,HEALTH
COMPRA FARMACIA CRUZ VERDE LAS CONDES,HEALTH
TEF A FARMACIA CRUZ VERDE LAS CONDES,HEALTH
FARMACIA CRUZ VERDE,HEALTH
PAGO FARMACIA CRUZ VERDE PROVIDENCIA,HEALTH
PAGO CLINICA SANTA MARIA CHILE,HEALTH
TEF A CLINICA SANTA MARIA,HEALTH
CLINICA SANTA MARIA PROVIDENCIA,HEALTH
COMPRA CLINICA SANTA MARIA LAS CONDES,HEALTH
CONSULTA DENTAL LAS CONDES,HEALTH
COMPRA CONSULTA DENTAL,HEALTH
TEF A CONSULTA DENTAL LAS CONDES,HEALTH
TEF A CONSULTA DENTAL PROVIDENCIA,HEALTH
CONSULTA DENTAL,HEALTH
TEF A SEGURO COMPLEMENTARIO SANTIAGO,HEALTH
COMPRA NACIONAL SEGURO COMPLEMENTARIO SPA,HEALTH
COMPRA NACIONAL SEGURO COMPLEMENTARIO,HEALTH
SEGURO COMPLEMENTARIO,HEALTH
TEF A SEGURO COMPLEMENTARIO CHILE,HEALTH
COMPRA OPTICA ROTTER CHILE,HEALTH
PAGO OPTICA ROTTER LAS CONDES,HEALTH
TEF A OPTICA ROTTER SANTIAGO,HEALTH
PAGO OPTICA ROTTER,HEALTH
OPTICA ROTTER,HEALTH
ARRIENDO DEPARTAMENTO PROVIDENCIA,HOUSING
TEF A ARRIENDO DEPARTAMENTO SPA,HOUSING
ARRIENDO DEPARTAMENTO,HOUSING
COMPRA ARRIENDO DEPARTAMENTO,HOUSING
COMPRA NACIONAL ARRIENDO DEPARTAMENTO SPA,HOUSING
TEF A GASTOS COMUNES,HOUSING
COMPRA GASTOS COMUNES,HOUSING
COMPRA NACIONAL GASTOS COMUNES,HOUSING
COMPRA NACIONAL GASTOS COMUNES CHILE,HOUSING
COMPRA FERRETERIA SODIMAC SPA,HOUSING
FERRETERIA SODIMAC,HOUSING
FERRETERIA SODIMAC SPA,HOUSING
PAGO FERRETERIA SODIMAC SPA,HOUSING
COMPRA FERRETERIA SODIMAC,HOUSING
TEF A REPARACION HOGAR CHILE,HOUSING
REPARACION HOGAR SANTIAGO,HOUSING
COMPRA NACIONAL REPARACION HOGAR PROVIDENCIA,HOUSING
PAGO REPARACION HOGAR SANTIAGO,HOUSING
REPARACION HOGAR,HOUSING
PAGO MATRICULA COLEGIO SANTIAGO,EDUCATION
PAGO MATRICULA COLEGIO CHILE,EDUCATION
PAGO MATRICULA COLEGIO SPA,EDUCATION
PAGO MATRICULA COLEGIO LAS CONDES,EDUCATION
MATRICULA COLEGIO,EDUCATION
CURSO ONLINE ALURA PROVIDENCIA,EDUCATION
COMPRA NACIONAL CURSO ONLINE ALURA CHILE,EDUCATION
TEF A CURSO ONLINE ALURA SPA,EDUCATION
CURSO ONLINE ALURA,EDUCATION
CURSO ONLINE ALURA LAS CONDES,EDUCATION
COMPRA NACIONAL LIBRERIA NACIONAL CHILE,EDUCATION
LIBRERIA NACIONAL,EDUCATION
COMPRA LIBRERIA NACIONAL PROVIDENCIA,EDUCATION
LIBRERIA NACIONAL CHILE,EDUCATION
PAGO LIBRERIA NACIONAL,EDUCATION
UNIVERSIDAD MENSUALIDAD,EDUCATION
COMPRA UNIVERSIDAD MENSUALIDAD,EDUCATION
UNIVERSIDAD MENSUALIDAD SANTIAGO,EDUCATION
COMPRA NACIONAL UNIVERSIDAD MENSUALIDAD PROVIDENCIA,EDUCATION
TEF A UNIVERSIDAD MENSUALIDAD,EDUCATION
COMPRA STREAMING NETFLIX,ENTERTAINMENT
PAGO STREAMING NETFLIX SANTIAGO,ENTERTAINMENT
TEF A STREAMING NETFLIX SPA,ENTERTAINMENT
STREAMING NETFLIX,ENTERTAINMENT
COMPRA NACIONAL STREAMING NETFLIX SANTIAGO,ENTERTAINMENT
STREAMING SPOTIFY CHILE,ENTERTAINMENT
COMPRA NACIONAL STREAMING SPOTIFY SPA,ENTERTAINMENT
STREAMING SPOTIFY,ENTERTAINMENT
PAGO STREAMING SPOTIFY PROVIDENCIA,ENTERTAINMENT
PAGO STREAMING SPOTIFY,ENTERTAINMENT
CINE HOYTS SANTIAGO,ENTERTAINMENT
CINE HOYTS,ENTERTAINMENT
TEF A CINE HOYTS SPA,ENTERTAINMENT
COMPRA CINE HOYTS CHILE,ENTERTAINMENT
CINE HOYTS LAS CONDES,ENTERTAINMENT
PAGO BAR RESTAURANTE NOCTURNO,ENTERTAINMENT
TEF A BAR RESTAURANTE NOCTURNO LAS CONDES,ENTERTAINMENT
BAR RESTAURANTE NOCTURNO,ENTERTAINMENT
BAR RESTAURANTE NOCTURNO LAS CONDES,ENTERTAINMENT
PAGO BAR RESTAURANTE NOCTURNO PROVIDENCIA,ENTERTAINMENT
TEF A VIAJE FIN DE SEMANA PROVIDENCIA,ENTERTAINMENT
VIAJE FIN DE SEMANA,ENTERTAINMENT
TEF A VIAJE FIN DE SEMANA SANTIAGO,ENTERTAINMENT
VIAJE FIN DE SEMANA PROVIDENCIA,ENTERTAINMENT
COMPRA VIAJE FIN DE SEMANA PROVIDENCIA,ENTERTAINMENT
VIDEOJUEGOS STEAM,ENTERTAINMENT
TEF A VIDEOJUEGOS STEAM SANTIAGO,ENTERTAINMENT
TEF A VIDEOJUEGOS STEAM LAS CONDES,ENTERTAINMENT
COMPRA VIDEOJUEGOS STEAM SPA,ENTERTAINMENT
COMPRA NACIONAL VIDEOJUEGOS STEAM PROVIDENCIA,ENTERTAINMENT
COMPRA CUENTA DE LUZ CHILE,UTILITIES
PAGO CUENTA DE LUZ SPA,UTILITIES
COMPRA CUENTA DE LUZ,UTILITIES
CUENTA DE LUZ,UTILITIES
COMPRA NACIONAL CUENTA DE LUZ,UTILITIES
CUENTA DE AGUA,UTILITIES
COMPRA NACIONAL CUENTA DE AGUA SPA,UTILITIES
CUENTA DE AGUA SPA,UTILITIES
PAGO CUENTA DE AGUA,UTILITIES
CUENTA DE AGUA PROVIDENCIA,UTILITIES
INTERNET Y TELEFONIA,UTILITIES
COMPRA NACIONAL INTERNET Y TELEFONIA,UTILITIES
COMPRA INTERNET Y TELEFONIA LAS CONDES,UTILITIES
COMPRA INTERNET Y TELEFONIA CHILE,UTILITIES
COMPRA INTERNET Y TELEFONIA SPA,UTILITIES
